X|Y|OBJECTID|primary_key|final_case_type|occ_year|occ_dt|obfAddress|priority|zone|grid|how_received|unit_id1|unit_id2|unit_id3|report_flag|case_status|cleared_by|x_rand|y_rand|disclaimer|place_name|CFSType
-111.94766977143864|33.378194775068344|462|TE2012615|VEHICL|2012|2012-01-02T06:09:17.000Z| BASELINE RD / S ROOSEVELT ST|2|4|2506|S|1E31|1E32||N|Y|2|690536|865133|Point has not been altered||Other Officer Initiated Call
-111.952505004961253|33.378212712170104|463|TE2012617|VEHICL|2012|2012-01-02T06:19:17.000Z| BASELINE RD / S HARDY DR[JW|2|3|2503|S|1E33|||N|N|W|689060|865140|Point has not been altered||Other Officer Initiated Call
-111.959428146595343|33.407360182037841|464|TE2012608|416|2012|2012-01-02T04:33:57.000Z|1XXX W BROADWAY RD|2|3|1301|9|5E32|5E43|5E34|Y|Y|5|686951|875746|Point has not been altered|DENNYS|Criminal Damage Call
-111.959074231450444|33.407360303505463|465|TE2012611|237|2012|2012-01-02T05:20:55.000Z|1XXX W BROADWAY RD|2|3|1301|T|5E43|||Y|Y|5|687059|875746|Point has not been altered|MCDONALDS|Drugs Call
-111.937939074878017|33.386400849562619|466|TE2012618|VEHICL|2012|2012-01-02T06:25:50.000Z|1XX E RIVIERA DR[ALLEY SOUTH|2|3|1905|S|1P32|||N|Y|7|693507|868118|Point has not been altered||Other Officer Initiated Call
-111.952505004961253|33.378212712170104|467|TE2012616|SUBJEC|2012|2012-01-02T06:18:30.000Z| BASELINE RD / S HARDY DR[JE|2|3|2503|S|1E32|1E31|1E33|N|Y|7|689060|865140|Point has not been altered||Other Officer Initiated Call
-111.926577865777844|33.450038762494195|468|TE2012619|FALSE|2012|2012-01-02T06:28:37.000Z|1XXX N SCOTTSDALE RD|3|1|0302|T|1E11|||N|Y|2|696977|891272|Point has not been altered||Alarm Call
-111.93236516444847|33.453229041625221|469|TE2012621|911M|2012|2012-01-02T06:39:31.000Z|4XX E PAPAGO DR|2|1|0106|9|1P12|1P12|1P22|N|Y|2|695212|892433|Point has not been altered||911 Hangup Call
-111.963164800502966|33.378250403100765|470|TE2012622|VEHICL|2012|2012-01-02T06:40:09.000Z| BASELINE RD / S PRIEST DR[HOLIDAY INN EXPRESS|2|3|1320|S|1E33|1E32||N|Y|8|685806|865155|Point has not been altered||Other Officer Initiated Call
-111.94529951487911|33.362757455559574|471|TE2012627|FALSE|2012|2012-01-02T06:56:30.000Z|6XXX S KYRENE RD|3|4|2606|T|1P43|||N|N|2|691258|859516|Point has not been altered|ARMORED SELF STORAGE|Alarm Call
-111.973146489032487|33.378281992164609|472|TE2012628|VEHICL|2012|2012-01-02T07:04:33.000Z|2XXX W BASELINE RD|2|3|1807|S|1E32|||N|Y|8|682759|865168|Point has not been altered|FRYS ELECTRONICS|Other Officer Initiated Call
-111.94629450637801|33.437917968251149|473|TE2012444|240|2012|2012-01-01T17:52:07.000Z|7XX W WASHINGTON ST|2|1|0205|T|3E11|3E21||Y|Y|5|690962|886863|Point has not been altered||Assault Call
-111.92637098176246|33.447054029568129|474|TE2012624|INVEST|2012|2012-01-02T06:53:14.000Z|1XXX N SCOTTSDALE RD|3|1|0403|S|1P13|1E11||N|Y|2|697040|890186|Point has not been altered|QUALITY SUITES|Other Officer Initiated Call
-111.962381012930095|33.407925300817219|475|TE2012629|FALSE|2012|2012-01-02T07:14:53.000Z|1XXX W BROADWAY RD|3|2|0509|T|1P21|||N|Y|2|686050|875952|Point has not been altered||Alarm Call
-111.937939074878017|33.386400849562619|476|TE2012625|VEHICL|2012|2012-01-02T06:53:46.000Z|1XX E RIVIERA DR[ALLEY SOUTH|2|3|1905|S|1P32|1E33||N|Y|7|693507|868118|Point has not been altered||Other Officer Initiated Call
-111.960763307009415|33.403693340152934|477|TE2012623|VEHICL|2012|2012-01-02T06:52:53.000Z| PRIEST DR / W FOUNTAINHEAD PKWY|2|3|0514|S|1E31|1E32||N|Y|7|686543|874412|Point has not been altered||Other Officer Initiated Call
-111.938897254822365|33.40527127330207|478|TE2012631|WARRAN|2012|2012-01-02T07:44:56.000Z|1X E PALMCROFT DR|2|3|1402|S|1E32|1E31||N|Y|2|693216|874984|Point has not been altered||Other Officer Initiated Call
-111.939845146664652|33.396182111039487|479|TE2012633|WARRAN|2012|2012-01-02T07:58:13.000Z| W FAIRMONT DR|2|3|1412|S|1E32|1E31||N|Y|2|692926|871677|Point has not been altered||Other Officer Initiated Call
-111.906500281917388|33.417253143361762|480|TE2012612|927|2012|2012-01-02T05:25:41.000Z|1XXX E DON CARLOS AVE|2|1|1106|9|5E11|5E14|P49|N|Y|2|703102|879343|Point has not been altered| in REACH APARTMENTS|Unknown Trouble Call
-111.939623864770326|33.389520000098884|481|TE2012635|WARRAN|2012|2012-01-02T08:07:45.000Z|3XXX S MILL AVE|2|3|1901|S|1E32|1E31||N|Y|2|692993|869253|Point has not been altered|SOLARA AT MILL APARTMENTS|Other Officer Initiated Call
-111.939472120514196|33.385562310578671|482|TE2012632|585|2012|2012-01-02T07:52:51.000Z| MILL AVE / US 60|2|4|1913|9|1P32|1E43|1E41|N|Y|2|693039|867813|Point has not been altered||Traffic Hazard Call
-111.962713864395454|33.392839160921788|483|TE2012640|VEHICL|2012|2012-01-02T08:29:40.000Z| SOUTHERN AVE / S ALBERT AVE|2|3|0517|S|1E33|||N|Y|W|685946|870463|Point has not been altered||Other Officer Initiated Call
-111.929226486742792|33.401147268609137|484|TE2012634|487VR|2012|2012-01-02T08:05:20.000Z|5XX E BISHOP DR|3|3|1407|T|1P33|||Y|Y|5|696167|873483|Point has not been altered||Stolen Vehicle Call
-111.960836638386354|33.406144893098244|485|TE2012646|VEHICL|2012|2012-01-02T08:55:15.000Z|2XXX S PRIEST DR|2|3|0513|S|1E12|||N|Y|W|686521|875304|Point has not been altered|FIESTA INN|Other Officer Initiated Call
-111.94629450637801|33.437917968251149|486|TE2012620|SUPPLE|2012|2012-01-02T06:31:20.000Z|7XX W WASHINGTON ST|3|1|0205|T|1E11|||N|Y|2|690962|886863|Point has not been altered||Other Officer Initiated Call
-111.934630504618468|33.452000205540649|487|TE2012649|419|2012|2012-01-02T09:05:51.000Z|3XX E AMBASSADOR DR|4|1|0106|S|1E11|||N|Y|2|694521|891986|Point has not been altered||Criminal Information Call
-111.926285457934711|33.414771379689036|488|TE2012650|VEHICL|2012|2012-01-02T09:07:32.000Z| APACHE BLVD / S RURAL RD[JW VISTA DEL SOL DORMS|2|1|1007|S|1E12|||N|Y|8|697065|878440|Point has not been altered||Other Officer Initiated Call
-111.928281075641237|33.363689181809349|489|TE2012499|416|2012|2012-01-01T20:49:44.000Z|9XX E GUADALUPE RD|1|4|2701|T|3E41|4E32|4E31|Y|Y|5|696454|859854|Point has not been altered|CIRCLE K|Criminal Damage Call
-111.919634699088405|33.380202208525589|490|TE2012648|418|2012|2012-01-02T09:02:02.000Z|5XXX S TERRACE RD|3|4|2010|9|2E42|||N|Y|4|699094|865862|Point has not been altered||Civil Matter/Standby/Dispute Call
-111.892065244149265|33.411036981192737|491|TE2012645|416R|2012|2012-01-02T08:52:03.000Z|1XXX S PRICE RD SB|3|1|1111|9|1P12|||Y|Y|5|707507|877082|Point has not been altered||Criminal Damage Call
-111.963476726999801|33.391813717652859|492|TE2012652|487|2012|2012-01-02T09:21:45.000Z|1XXX W VILLAGE WAY|2|3|1802|9|2E32|||Y|Y|5|685713|870090|Point has not been altered||Theft Call
-111.933292819801338|33.366060502622055|493|TE2012636|487VR|2012|2012-01-02T08:09:06.000Z|6XXX S COLLEGE AVE|3|4|2208|T|1E41|1P42||Y|Y|5|694924|860717|Point has not been altered||Stolen Vehicle Call
-111.934803881651376|33.402831353180829|494|TE2012658|647V|2012|2012-01-02T09:48:38.000Z|2XX E BROADMOR DR[UNOCCUP|2|3|1403|S|1E32|||N|Y|7|694465|874096|Point has not been altered||Suspicious Person/Vehicle Call
-111.927987138873419|33.395496656469028|495|TE2012653|WARRAN|2012|2012-01-02T09:24:09.000Z|7XX E FAIRMONT DR|2|3|1415|S|1E32|1E31||N|Y|2|696545|871427|Point has not been altered||Other Officer Initiated Call
-111.904033827927691|33.407573037995292|496|TE2012661|VEHICL|2012|2012-01-02T09:50:24.000Z|1XXX E BROADWAY RD|2|1|1110|S|1P12|||N|Y|8|703855|875821|Point has not been altered||Other Officer Initiated Call
-111.917689260138516|33.422008289051398|497|TE2012662|SUBJEC|2012|2012-01-02T10:01:13.000Z| DORSEY LANE / E UNIVERSITY DR[JS W/ONE|2|1|0417|S|2E14|||N|Y|7|699688|881073|Point has not been altered||Other Officer Initiated Call
-111.907420125122073|33.396667651502725|498|TE2012666|SUBJEC|2012|2012-01-02T10:12:09.000Z|1XXX E DEL RIO DR[FLAGGED DOWN|2|3|1607|S|2E33|||N|Y|2|702822|871853|Point has not been altered|MCCLINTOCK HIGH SCHOOL|Other Officer Initiated Call
-111.928281075641237|33.363689181809349|499|TE2012657|929|2012|2012-01-02T09:39:51.000Z|9XX E GUADALUPE RD|3|4|2701|T|1E42|||N|Y|2|696454|859854|Point has not been altered|CIRCLE K|Agency Assist Call
-111.911223021587887|33.363769310053208|500|TE2012663|901D|2012|2012-01-02T10:06:02.000Z| MCCLINTOCK DR / E GUADALUPE RD|2|4|2801|9|1P42|||N|Y|2|701662|859883|Point has not been altered||Subject Down Call
-111.95640345655832|33.407303471066186|501|TE2012668|SECCHK|2012|2012-01-02T10:18:41.000Z|1XXX W BROADWAY RD|2|3|1301|S|2E32|||N|Y|2|687874|875725|Point has not been altered||Other Officer Initiated Call
-111.909452802336702|33.421909141121922|502|TE2012641|419|2012|2012-01-02T08:35:18.000Z|1XXX E UNIVERSITY DR|4|1|1002|T|1P13|1P14||Y|Y|5|702201|881037|Point has not been altered|MCDONALDS|Criminal Information Call
-111.955983413706434|33.442353927304758|503|TE2012675|CXL|2012|2012-01-02T10:29:25.000Z|1XXX W WASHINGTON ST|3|1|0209|T|1P13|||N|Y|2|688007|888478|Point has not been altered||Cancelled Call
-111.955536026762502|33.380044995198645|504|TE2012669|647V|2012|2012-01-02T10:18:45.000Z|1XXX W ELLIS DR|2|3|1320|T|1E32|||N|Y|2|688135|865807|Point has not been altered||Suspicious Person/Vehicle Call
-111.960846085437225|33.43774323794819|505|TE2012673|SUBJEC|2012|2012-01-02T10:23:39.000Z| PRIEST DR / LOOP 202[OUT W/ONE|2|1|0610|S|1E12|||N|Y|7|686523|886801|Point has not been altered||Other Officer Initiated Call
-111.937707574140418|33.363800627597108|506|TE2012676|900|2012|2012-01-02T10:33:33.000Z|1X W GUADALUPE RD|2|4|2209|S|2E32|||N|Y|2|693576|859895|Point has not been altered| in ROBERT HAWK POLICE SUBSTATION|Check Welfare Call
-111.900271028421429|33.429282219438711|507|TE2012665|488V|2012|2012-01-02T10:10:42.000Z|2XXX E RIO SALADO PKWY|3|1|0430|T|1P12|P40||N|Y|2|705002|883720|Point has not been altered|GENGHIS GRILL in THE DISTRICT|Recovered Stolen Vehicle Call
-111.906960237046434|33.377670570771329|508|TE2012672|FALSE|2012|2012-01-02T10:22:33.000Z|1XXX E BASELINE RD|3|4|2401|T|1P42|||N|Y|2|702963|864941|Point has not been altered||Alarm Call
-111.925509478728159|33.357296568951803|509|TE2012674|415I|2012|2012-01-02T10:24:00.000Z|1XXX E DIAMOND DR|2|4|2704|9|1E41|1E42||N|Y|2|697300|857528|Point has not been altered||Disturbing Juvenile Call
-111.91010770440333|33.342705286945701|510|TE2012671|900|2012|2012-01-02T10:20:48.000Z|1XXX E CITATION LANE|2|4|3203|9|2E42|||N|Y|9|702003|852219|Point has not been altered||Check Welfare Call
-111.889046147296966|33.393039767237205|511|TE2012677|647V|2012|2012-01-02T10:41:41.000Z|2XXX E SOUTHERN AVE|2|3|1703|T|1P33|||N|N|2|708430|870534|Point has not been altered|MANUEL'S|Suspicious Person/Vehicle Call
-111.973383786957811|33.42587881422358|512|TE2012680|FALSE|2012|2012-01-02T10:44:42.000Z|4XX S MADISON DR|3|2|0521|T|1E21|||N|Y|2|682696|882486|Point has not been altered||Alarm Call
-111.911131687571697|33.357829955552731|513|TE2012678|900|2012|2012-01-02T10:37:57.000Z|6XXX S MCCLINTOCK DR|2|4|2807|T|1P43|||N|Y|2|701690|857722|Point has not been altered| in LITTLE COTTONWOODS APARTMENTS|Check Welfare Call
-111.954938726345517|33.407496319931646|514|TE2012685|XPAT|2012|2012-01-02T10:51:03.000Z|1XXX W BROADWAY RD|5|2|0814|S|1E31|||N|Y|2|688321|875795|Point has not been altered||Extra Patrol Request Call
-111.917292255315559|33.36310705722029|515|TE2012647|418G|2012|2012-01-02T08:59:54.000Z|6XXX S PINE ST|2|4|2703|T|1E43|1P43|P50|N|Y|7|699809|859642|Point has not been altered||Unwanted Guest Call
-111.936988951694971|33.372216420390359|516|TE2012681|SECCHK|2012|2012-01-02T10:46:35.000Z|5XXX S ALL AMERICA WAY|2|4|2206|S|2E32|||N|Y|2|693796|862957|Point has not been altered||Other Officer Initiated Call
-111.93966426941806|33.381211531378675|517|TE2012667|417D|2012|2012-01-02T10:15:50.000Z|4XXX S MILL AVE|2|4|1908|T|2E43|||N|Y|7|692980|866230|Point has not been altered||Subject Disturbing/Harassing Call
-111.95743153201272|33.349204311359209|518|TE2012682|929|2012|2012-01-02T10:46:35.000Z|1XXX W ELLIOT RD|3|4|2513|T|2E42|||N|Y|2|687552|854586|Point has not been altered|DOLLAR TREE|Agency Assist Call
-111.917213774183153|33.383373916675993|519|TE2012690|CXL|2012|2012-01-02T11:18:27.000Z|1XXX E CARSON DR|3|4|2013|T|2E32|||N|Y|2|699833|867016|Point has not been altered||Cancelled Call
-111.926469803179259|33.451204087175256|520|TE2012687|585|2012|2012-01-02T11:01:14.000Z| SCOTTSDALE RD / E MCKELLIPS RD|2|1|0107|T|1E11|||N|Y|2|697010|891696|Point has not been altered||Traffic Hazard Call
-111.939956101787288|33.419062570349439|521|TE2012691|SUBJEC|2012|2012-01-02T11:21:00.000Z| 10TH ST / S MILL AVE|2|2|0905|S|2E14|||N|Y|7|692894|880002|Point has not been altered||Other Officer Initiated Call
-111.8887038537884|33.418311291477153|522|TE2012683|647|2012|2012-01-02T10:47:57.000Z|2XXX E VICTORY DR|2|1|1204|T|1P14|1P12|1P13|N|Y|7|708532|879729|Point has not been altered||Suspicious Person/Vehicle Call
-111.897241125875894|33.375773020672419|523|TE2012686|647V|2012|2012-01-02T11:01:43.000Z|5XXX S RIVER DR|2|4|2402|T|1P43|||N|N|2|705930|864251|Point has not been altered||Suspicious Person/Vehicle Call
-111.926255029916859|33.436101700366279|524|TE2012694|VEHICL|2012|2012-01-02T11:33:06.000Z|LXXX 202 / N SCOTTSDALE RD|2|1|0702|S|1P22|||N|Y|W|697075|886201|Point has not been altered||Other Officer Initiated Call
-111.906960237046434|33.377670570771329|525|TE2012696|FALSE|2012|2012-01-02T11:36:31.000Z|1XXX E BASELINE RD|3|4|2401|T|1P42|||N|Y|2|702963|864941|Point has not been altered||Alarm Call
-111.936403949297912|33.378164096583156|526|TE2012698|VEHICL|2012|2012-01-02T11:46:40.000Z|2XX E BASELINE RD|2|4|2202|S|2E32|||N|Y|W|693975|865121|Point has not been altered||Other Officer Initiated Call
-111.945982686600971|33.378203430230407|527|TE2012695|VEHICL|2012|2012-01-02T11:33:35.000Z| BASELINE RD / S KYRENE RD|2|4|2506|S|2E42|||N|Y|W|691051|865136|Point has not been altered||Other Officer Initiated Call
-111.928741560595725|33.377697847168108|528|TE2012699|VEHICL|2012|2012-01-02T11:49:27.000Z|5XXX S RURAL RD|2|4|2203|S|1P43|1E33||N|Y|8|696314|864951|Point has not been altered|CIRCLE K|Other Officer Initiated Call
-111.901396745217482|33.402411232690319|529|TE2012700|FALSE|2012|2012-01-02T11:52:13.000Z|1XXX E MEADOW DR|3|3|1602|T|2E33|2E32|1P33|N|Y|2|704660|873943|Point has not been altered|CURRY SCHOOL|Alarm Call
-111.906825860425499|33.349155643571592|530|TE2012692|961|2012|2012-01-02T11:20:15.000Z| ELLIOT RD / S LOS FELIZ DR|2|4|3202|T|1E43|||N|Y|6|703005|854566|Point has not been altered||Traffic Accident Call
-111.965919776836031|33.349083052342266|531|TE2012704|900|2012|2012-01-02T12:03:52.000Z| ELLIOT RD / S AUTOPLEX LP[SOUTH SIDE7760 S HARL AVE|2|4|2510|T|2E43|||N|N|2|684960|854543|Point has not been altered||Check Welfare Call
-111.960886441736605|33.420359617141209|532|TE2012708|651|2012|2012-01-02T12:17:56.000Z| LAIRD ST / S PRIEST DR|3|2|0505|S|1E21|||N|Y|2|686508|880476|Point has not been altered||Animal Call
-111.926446051330416|33.385583259378365|533|TE2012706|647T|2012|2012-01-02T12:10:32.000Z| RURAL RD / US 60[SWC|3|4|2009|S|1P43|||N|Y|7|697015|867820|Point has not been altered||Transient Call
-111.93993417359404|33.422863611798057|534|TE2012702|SUBJEC|2012|2012-01-02T11:54:48.000Z|7XX S MILL AVE[O/W SUBJS ON PATIO|2|DT|0708|S|1P22|||N|Y|2|692901|881385|Point has not been altered|JACK IN THE BOX|Other Officer Initiated Call
-111.939371095308275|33.425416978519728|535|TE2012713|390|2012|2012-01-02T12:36:29.000Z|3X E 5TH ST[WEST PLOT|2|DT|0708|S|B709|||N|Y|2|693073|882314|Point has not been altered|CITY HALL|Drunk Disturbing Call
-111.927797642922357|33.451127020257289|536|TE2012701|239F|2012|2012-01-02T11:53:37.000Z|8XX E MCKELLIPS RD|2|1|0302|9|2E14|1E11||N|Y|9|696605|891668|Point has not been altered| in SHADETREE APARTMENTS|Family Fight Call
-111.939931015504698|33.423311601452468|537|TE2012689|416R|2012|2012-01-02T11:17:04.000Z|6XX S MILL AVE|3|DT|0708|T|1P22|B709|B709|Y|Y|5|692902|881548|Point has not been altered||Criminal Damage Call
-111.926052659118128|33.444179238936783|538|TE2012717|911P|2012|2012-01-02T12:56:13.000Z|1XXX N SCOTTSDALE RD|2|1|0403|9|2E14|||N|N|2|697137|889140|Point has not been altered|SEVEN ELEVEN|911 Hangup Call
-111.960974325480763|33.425614524599688|539|TE2012718|VEHICL|2012|2012-01-02T12:59:36.000Z| PRIEST DR / W 5TH ST[JE|2|2|0503|S|1E21|||N|Y|W|686482|882388|Point has not been altered||Other Officer Initiated Call
-111.899997762535278|33.384125864763767|540|TE2012715|900|2012|2012-01-02T12:39:12.000Z|2XXX E CARSON DR|2|4|2110|T|1P43|||N|Y|2|705088|867290|Point has not been altered|BUSTOZ SCHOOL|Check Welfare Call
-111.965441558424985|33.378263271461925|541|TE2012719|VEHICL|2012|2012-01-02T13:01:58.000Z| BASELINE RD / ARIZONA MILLS S[JW|2|3|1810|S|1E32|||N|Y|8|685111|865160|Point has not been altered||Other Officer Initiated Call
-111.91558216085069|33.392963132158172|542|TE2012724|SUBJEC|2012|2012-01-02T13:28:46.000Z| SOUTHERN AVE / S OAK ST[JE|2|3|2003|S|2E41|||N|Y|7|700331|870505|Point has not been altered||Other Officer Initiated Call
-111.966017737866665|33.383391590941855|543|TE2012730|VEHICL|2012|2012-01-02T13:47:01.000Z|5XXX S ARIZONA MILLS CIRC|2|3|1803|S|1E33|||N|Y|W|684936|867026|Point has not been altered|BURLINGTON COAT FACTORY in ARIZONA MILLS MALL|Other Officer Initiated Call
-111.926266593604666|33.422035405805218|544|TE2012726|VEHICL|2012|2012-01-02T13:34:28.000Z| UNIVERSITY DR / S RURAL RD|2|1|0903|S|1P22|||N|Y|8|697071|881083|Point has not been altered||Other Officer Initiated Call
-111.891170649735031|33.422038653957422|545|TE2012714|961|2012|2012-01-02T12:38:33.000Z| UNIVERSITY DR / LOOP 101[JW]|2|1|0415|9|1P14||2E12|Y|Y|6|707779|881085|Point has not been altered||Traffic Accident Call
-111.937851826619294|33.377878022327685|546|TE2012721|911M|2012|2012-01-02T13:09:50.000Z|1XX E BASELINE RD|2|4|2202|9|2E41|1P43||N|Y|2|693533|865017|Point has not been altered||911 Hangup Call
-111.953590569092015|33.381150453139057|547|TE2012722|416R|2012|2012-01-02T13:14:23.000Z|1XXX W MINTON DR|3|3|1320|T|2E42|||N|Y|7|688729|866209|Point has not been altered||Criminal Damage Call
-111.896910201563486|33.376072546237097|548|TE2012728|929|2012|2012-01-02T13:38:17.000Z|2XXX E COLGATE DR|3|4|2402|T|2E41|||N|Y|2|706031|864360|Point has not been altered||Agency Assist Call
-111.969706586017367|33.383337849511015|549|TE2012735|586|2012|2012-01-02T14:02:57.000Z| WENDLER DR / W VINEYARD RD|2|3|1806|S|1P33|||N|Y|8|683810|867007|Point has not been altered||Illegal Parking Call
-111.934971994658554|33.423196999601366|550|TE2012732|SUBJEC|2012|2012-01-02T13:58:04.000Z| 7TH ST / S COLLEGE AVE[OW 2|2|2|0709|S|2E14|||N|Y|7|694415|881506|Point has not been altered||Other Officer Initiated Call
-111.887703878297344|33.399668628491391|551|TE2012710|459R|2012|2012-01-02T12:25:02.000Z|2XXX E BALBOA DR|3|3|1704|9|1P32|||Y|Y|5|708839|872946|Point has not been altered||Burglary Call
-111.966017737866665|33.383391590941855|552|TE2012725|487R|2012|2012-01-02T13:30:24.000Z|5XXX S ARIZONA MILLS CIRC|3|3|1803|T|2R30|||Y|Y|5|684936|867026|Point has not been altered| in ARIZONA MILLS MALL|Theft Call
-111.926278350283084|33.409750046071757|553|TE2012733|VEHICL|2012|2012-01-02T14:00:43.000Z| ENCANTO DR / S RURAL RD|2|1|1010|S|1P22|||N|Y|8|697067|876613|Point has not been altered||Other Officer Initiated Call
-111.956461490918358|33.419588815035191|554|TE2012739|647V|2012|2012-01-02T14:12:59.000Z| ELNA RAE ST / S BECK AVE|2|2|0802|S|1E21|||N|Y|7|687858|880195|Point has not been altered||Suspicious Person/Vehicle Call
-111.960899549191311|33.349186633928724|555|TE2012712|487B|2012|2012-01-02T12:35:41.000Z|1XXX W ELLIOT RD|2|4|2514|T|2E43|||Y|Y|5|686493|854580|Point has not been altered|WALMART|Shoplifting Call
-111.960765688297087|33.388945366968464|556|TE2012731|418|2012|2012-01-02T13:45:18.000Z|3XXX S PRIEST DR|3|3|1312|T|2E32|||N|Y|7|686540|869046|Point has not been altered|QT|Civil Matter/Standby/Dispute Call
-111.915982157287644|33.358602385304074|557|TE2012598|506F|2012|2012-01-02T02:41:36.000Z|6XXX S JUNIPER ST|2|4|2705|T|5E43|P814|P813|N|Y|2|700209|858003|Point has not been altered||City Code Violation Call
-111.911233100978862|33.359693394061409|558|TE2012603|905|2012|2012-01-02T03:05:35.000Z| BELL DE MAR DR / S MCCLINTOCK DR|2|4|2807|T|5E43|||Y|Y|5|701659|858400|Point has not been altered||Arson/Fire Call
-111.911210365940235|33.356626147373071|559|TE2012737|SUBJEC|2012|2012-01-02T14:07:37.000Z|WXXXXXX CANAL / S MCCLINTOCK DR[W/MALE ON BIKE|2|4|2705|S|1E43|||N|Y|7|701666|857284|Point has not been altered||Other Officer Initiated Call
-111.911233100978862|33.359693394061409|560|TE2012734|647V|2012|2012-01-02T14:01:57.000Z| BELL DE MAR DR / S MCCLINTOCK DR[JE PU BURNED OUT|2|4|2807|S|2E33|||N|Y|2|701659|858400|Point has not been altered||Suspicious Person/Vehicle Call
-111.92205789787549|33.416712007593027|561|TE2012741|INVEST|2012|2012-01-02T14:13:31.000Z|1XXX E LEMON ST[F/U REF IR 378|3|1|1004|S|2E13|||N|Y|2|698355|879146|Point has not been altered|CAMPUS POINTE APARTMENTS|Other Officer Initiated Call
-111.940010768607394|33.427387460925488|562|TE2012742|647T|2012|2012-01-02T14:23:45.000Z| MILL AVE / W 3RD ST[SWC|3|DT|0704|T|3P22|B709||N|Y|2|692878|883031|Point has not been altered||Transient Call
-111.912986301062318|33.414532586919137|563|TE2012716|647|2012|2012-01-02T12:55:01.000Z|1XXX E APACHE BLVD|2|1|1009|T|1P12|1P13||N|Y|7|701123|878353|Point has not been altered||Suspicious Person/Vehicle Call
-111.91618500692293|33.396808164009791|564|TE2012738|415E|2012|2012-01-02T14:07:15.000Z|1XXX E DEL RIO DR|3|3|1511|T|1P32|||N|Y|2|700147|871904|Point has not been altered||Loud Music/Noise/Party Call
-111.936713950138824|33.415707338161454|565|TE2012747|585|2012|2012-01-02T14:52:22.000Z|1XXX S FOREST AVE|2|ASU|0905|T|3P14|||N|N|2|693883|878781|Point has not been altered|GAMMAGE AUDITORIUM|Traffic Hazard Call
-111.921427129206734|33.448931467043657|566|TE2012740|929|2012|2012-01-02T14:07:34.000Z|1XXX N CAMELLIA ST|3|1|0402|T|2E12|2E21|2E11|N|Y|2|698548|890869|Point has not been altered||Agency Assist Call
-111.962688487505375|33.400639159567504|567|TE2012746|418T|2012|2012-01-02T14:50:31.000Z|2XXX S PLAZA DR|2|3|0514|T|3P22|||N|N|2|685955|873301|Point has not been altered||Trespassing Call
-111.93870698875746|33.430405438893231|568|TE2012750|647|2012|2012-01-02T15:02:00.000Z|8X E RIO SALADO PKWY|2|DT|0711|9|B709|||N|Y|2|693276|884129|Point has not been altered|ROMANCING THE BEAN|Suspicious Person/Vehicle Call
-111.922191179171705|33.451242829038328|569|TE2012753|CODE5|2012|2012-01-02T15:11:28.000Z| BRIDAL WREATH ST / E MCKELLIPS RD[SUBJ|2|UI|UI|S|2E11|||N|Y|2|698315|891710|Point has not been altered||Other Officer Initiated Call
-111.940079513450584|33.427060388688041|570|TE2012755|VEHICL|2012|2012-01-02T15:20:40.000Z|3XX S MILL AVE|2|DT|0704|S|3P32|||N|Y|W|692857|882912|Point has not been altered||Other Officer Initiated Call
-111.926267340540036|33.428821200877962|571|TE2012756|VEHICL|2012|2012-01-02T15:24:59.000Z| RURAL RD / E RIO SALADO PKWY[JS|2|1|0417|S|2E14|||N|Y|2|697071|883552|Point has not been altered||Other Officer Initiated Call
-111.902772059776993|33.367154711230391|572|TE2012754|415J|2012|2012-01-02T15:18:02.000Z|6XXX S COUNTRY CLUB WAY|3|4|2411|T|2E43|||N|N|2|704242|861115|Point has not been altered||Disturbing Juvenile Call
-111.892934713814739|33.334870148605873|573|TE2012758|585M|2012|2012-01-02T15:28:28.000Z| WARNER RD / LOOP 101|3|4|3206|9|2E32|||N|N|2|707248|849369|Point has not been altered||Traffic Hazard Call
-111.928102846012166|33.378324547237888|574|TE2012749|900|2012|2012-01-02T14:59:09.000Z|9XX E BASELINE RD|2|4|2012|T|3P41|||N|Y|2|696509|865179|Point has not been altered|BANK OF AMERICA|Check Welfare Call
-111.960899549191311|33.349186633928724|575|TE2012757|487B|2012|2012-01-02T15:27:20.000Z|1XXX W ELLIOT RD|2|4|2514|T|3P42|3P33||N|Y|2|686493|854580|Point has not been altered|WALMART|Shoplifting Call
-111.926446051330416|33.385583259378365|576|TE2012744|961|2012|2012-01-02T14:43:10.000Z| RURAL RD / US 60[JN SB|2|4|2009|9|3P31|||Y|Y|6|697015|867820|Point has not been altered||Traffic Accident Call
-111.966017737866665|33.383391590941855|577|TE2012759|487B|2012|2012-01-02T15:28:35.000Z|5XXX S ARIZONA MILLS CIRC|2|3|1803|T|2R30|||Y|Y|5|684936|867026|Point has not been altered|SPENCER GIFTS in ARIZONA MILLS MALL|Shoplifting Call
-111.939585423067598|33.392851084136254|578|TE2012761|VEHICL|2012|2012-01-02T15:42:29.000Z| MILL AVE / E SOUTHERN AVE[NEC|2|3|1902|S|3P32|||N|Y|W|693005|870465|Point has not been altered||Other Officer Initiated Call
-111.954320527288118|33.34175154215496|579|TE2012760|419|2012|2012-01-02T15:35:36.000Z|8XXX S HARDY DR|5|4|2906|T|2E43|||N|Y|2|688501|851874|Point has not been altered|TEMPE PD SUBSTATION|Criminal Information Call
