X|Y|OBJECTID|primary_key|final_case_type|occ_year|occ_dt|obfAddress|priority|zone|grid|how_received|unit_id1|unit_id2|unit_id3|report_flag|case_status|cleared_by|x_rand|y_rand|disclaimer|place_name|CFSType
-111.939371095308275|33.425416978519728|1|TE20124|901D|2012|2012-01-01T00:02:26.000Z|3X E 5TH ST[NORTHSIDE CITY HALL|2|DT|0708|S|M62|||N|Y|2|693073|882314|Point has not been altered|CITY HALL|Subject Down Call
-111.94001025954357|33.425485569835594|2|TE201211|SUBJEC|2012|2012-01-01T00:07:12.000Z| 5TH ST / S MILL AVE[NEC|2|DT|0708|S|S202|||N|Y|2|692878|882339|Point has not been altered||Other Officer Initiated Call
-111.934968456416371|33.421954723587689|3|TE201220|VEHICL|2012|2012-01-01T00:11:29.000Z| UNIVERSITY DR / S COLLEGE AVE|2|2|0902|S|3T51|||N|Y|2|694416|881054|Point has not been altered||Other Officer Initiated Call
-111.924754840546953|33.377978509725153|4|TE20126|910|2012|2012-01-01T00:01:20.000Z|9XX E BASELINE RD|2|4|2307|9|5P31|P57||N|N|2|697531|865053|Point has not been altered|LAKEFRONT APARTMENTS|Shots Fired Call
-111.956660848523825|33.425500557644718|5|TE201217|SUBJEC|2012|2012-01-01T00:09:37.000Z| 5TH ST / S BECK AVE|2|2|0607|S|4E23|||N|Y|2|687798|882346|Point has not been altered||Other Officer Initiated Call
-111.892444330097376|33.414860085252307|6|TE201210|417D|2012|2012-01-01T00:04:11.000Z|2XXX E APACHE BLVD|2|1|1105|T|5P11|5E14||N|Y|2|707391|878473|Point has not been altered|CIRCLE K|Subject Disturbing/Harassing Call
-111.939764382347462|33.425290479595709|7|TE201215|929|2012|2012-01-01T00:09:19.000Z|5XX S MILL AVE|3|DT|0708|S|B702|S10|S30|N|Y|2|692953|882268|Point has not been altered|HOOTERS|Agency Assist Call
-111.953638182983667|33.416233890580457|8|TE201226|506F|2012|2012-01-01T00:16:23.000Z|1XXX W 12TH ST|2|2|0806|T|5P21|P57||N|N|2|688719|878974|Point has not been altered||City Code Violation Call
-111.939764382347462|33.425290479595709|9|TE201224|239|2012|2012-01-01T00:13:40.000Z|5XX S MILL AVE|2|DT|0708|S|N304|S203||N|Y|2|692953|882268|Point has not been altered|BLONDIES|Fight Call
-111.940098298205683|33.423778797788273|10|TE20125|SUBJEC|2012|2012-01-01T00:02:39.000Z|6XX S MILL AVE|2|DT|0707|S|S201|||Y|Y|2|692851|881718|Point has not been altered|FAT TUESDAY in CENTERPOINT|Other Officer Initiated Call
-111.893768244935174|33.390273076360955|11|TE20129|910|2012|2012-01-01T00:03:23.000Z|3XXX S LOLA LANE|2|3|2104|9|5P32|||N|Y|2|706989|869527|Point has not been altered||Shots Fired Call
-111.895818581552533|33.393035592902464|12|TE201223|VEHICL|2012|2012-01-01T00:13:00.000Z|2XXX E SOUTHERN AVE|2|3|1613|S|3T53|5P31||Y|Y|2|706363|870532|Point has not been altered||Other Officer Initiated Call
-111.940354069671841|33.424212996213051|13|TE201212|239|2012|2012-01-01T00:07:08.000Z|6XX S MILL AVE|2|DT|0707|T|S201|G40||Y|Y|5|692773|881876|Point has not been altered||Fight Call
-111.932344420140538|33.392560878377125|14|TE20128|910|2012|2012-01-01T00:03:20.000Z|3XXX S LA CORTA DR|2|3|1903|T|5P31|||N|Y|2|695215|870359|Point has not been altered||Shots Fired Call
-111.934823789557271|33.404018662488056|15|TE201236|VEHICL|2012|2012-01-01T00:27:06.000Z|2XXX S COLLEGE AVE|2|3|1403|S|CT524|CT574||N|Y|2|694459|874528|Point has not been altered|BROADMOR APARTMENTS|Other Officer Initiated Call
-111.927987138873419|33.395496656469028|16|TE201216|929|2012|2012-01-01T00:08:54.000Z|7XX E FAIRMONT DR|2|3|1415|T|5E32|||N|Y|9|696545|871427|Point has not been altered||Agency Assist Call
-111.959620989739435|33.426315842025964|17|TE201232|506F|2012|2012-01-01T00:22:00.000Z|1XXX W 4TH ST|3|2|0602|T|4E23|||N|N|2|686895|882643|Point has not been altered||City Code Violation Call
-111.917689260138516|33.422008289051398|18|TE201237|VEHICL|2012|2012-01-01T00:28:03.000Z| DORSEY LANE / E UNIVERSITY DR|2|1|0417|S|5E14|||N|Y|W|699688|881073|Point has not been altered||Other Officer Initiated Call
-111.915588873059093|33.380053824742738|19|TE201229|FALSE|2012|2012-01-01T00:18:14.000Z|5XXX S OAK ST|3|4|2013|T|5P32|5P43||N|Y|2|700329|865808|Point has not been altered||Alarm Call
-111.91912883852919|33.448107017591418|20|TE201219|506F|2012|2012-01-01T00:09:27.000Z|1XXX E MARIGOLD LANE|3|1|0402|T|4E13|||N|Y|7|699249|890569|Point has not been altered||City Code Violation Call
-111.917689260138516|33.422008289051398|21|TE201242|VEHICL|2012|2012-01-01T00:35:20.000Z| DORSEY LANE / E UNIVERSITY DR[JW|2|1|0417|S|5E14|||N|Y|9|699688|881073|Point has not been altered||Other Officer Initiated Call
-111.943369875742732|33.425487640494964|22|TE201243|240|2012|2012-01-01T00:35:41.000Z| ASH AVE / W 5TH ST|2|DT|0707|S|N303|||Y|Y|5|691853|882340|Point has not been altered||Assault Call
-111.904484442954839|33.419113629534287|23|TE201245|VEHICL|2012|2012-01-01T00:37:53.000Z|1XXX E HAYDEN LANE|2|1|1101|S|5P13|||N|Y|W|703717|880020|Point has not been altered||Other Officer Initiated Call
-111.901097182059672|33.373357702383892|24|TE201213|415P|2012|2012-01-01T00:07:08.000Z|1XXX E CORNELL DR|3|4|2404|T|5P31|5P43||N|Y|2|704753|863372|Point has not been altered||Loud Music/Noise/Party Call
-111.926228579864642|33.434045903764428|25|TE201247|VEHICL|2012|2012-01-01T00:39:07.000Z| SCOTTSDALE RD / E PLAYA DEL NORTE DR|2|1|0702|S|3T51|||N|Y|2|697083|885453|Point has not been altered||Other Officer Initiated Call
-111.937433116723852|33.380417631928502|26|TE20127|900|2012|2012-01-01T00:01:08.000Z|1XX E ELLIS DR|2|4|1910|T|5E41|4P41||N|Y|2|693661|865941|Point has not been altered||Check Welfare Call
-111.941061804450825|33.388208732151007|27|TE201248|927|2012|2012-01-01T00:39:06.000Z|2XX W HERMOSA DR|2|3|1901|9|5E32|5E34|5E43|N|Y|2|692554|868776|Point has not been altered| in 201 WEST|Unknown Trouble Call
-111.940027755153793|33.429619155888346|28|TE201244|390|2012|2012-01-01T00:33:20.000Z| MILL AVE / E RIO SALADO PKWY[JE|2|DT|0705|T|4E23|||N|N|2|692873|883843|Point has not been altered||Drunk Disturbing Call
-111.947819129076905|33.392827303145928|29|TE201261|VEHICL|2012|2012-01-01T00:51:44.000Z| SOUTHERN AVE / S ROOSEVELT ST[JS|2|3|1311|S|3T53|||N|Y|2|690492|870457|Point has not been altered||Other Officer Initiated Call
-111.940092171117215|33.425372870071044|30|TE201272|901D|2012|2012-01-01T00:59:51.000Z|5XX S MILL AVE|2|DT|0707|S|S202|||N|Y|2|692853|882298|Point has not been altered|POST OFFICE|Subject Down Call
-111.908185348568693|33.378363262168143|31|TE201264|417D|2012|2012-01-01T00:52:29.000Z|1XXX E BASELINE RD|2|4|2401|9|5E43|||N|N|2|702589|865193|Point has not been altered|JACK IN THE BOX|Subject Disturbing/Harassing Call
-111.9282043948417|33.328643915465996|32|TE201267|647|2012|2012-01-01T00:53:43.000Z|9XXX S RURAL RD|3|4|3501|T|5P43|5E43|5P41|N|Y|2|696476|847103|Point has not been altered|ARIZONA COMMUNITY CHURCH|Suspicious Person/Vehicle Call
-111.92205789787549|33.416712007593027|33|TE201246|417D|2012|2012-01-01T00:37:48.000Z|1XXX E LEMON ST|2|1|1004|9|4E11|||N|Y|2|698355|879146|Point has not been altered| in CAMPUS POINTE APARTMENTS|Subject Disturbing/Harassing Call
-111.929630525150031|33.363711035644926|34|TE201257|487|2012|2012-01-01T00:48:53.000Z|8XX E GUADALUPE RD|2|4|2602|T|4P41|||N|N|2|696042|859862|Point has not been altered|GOODWILL|Theft Call
-111.913889922052519|33.442909806797111|35|TE201240|FALSE|2012|2012-01-01T00:31:16.000Z|1XXX N STADEM DR|3|1|0406|T|K412|||N|Y|2|700847|888678|Point has not been altered||Alarm Call
-111.927987138873419|33.395496656469028|36|TE201269|415P|2012|2012-01-01T00:57:29.000Z|7XX E FAIRMONT DR|3|3|1415|T|4E33|4E32|5P43|N|Y|8|696545|871427|Point has not been altered||Loud Music/Noise/Party Call
-111.891179149278329|33.392938532367765|37|TE201277|647V|2012|2012-01-01T01:03:01.000Z|LXXX 101 / E SOUTHERN AVE|2|3|1703|T|5E34|5E43|5E41|N|N|2|707779|870497|Point has not been altered||Suspicious Person/Vehicle Call
-111.93982518964421|33.407412112311206|38|TE201292|VEHICL|2012|2012-01-01T01:14:01.000Z| MILL AVE / W BROADWAY RD|2|2|0912|S|3T53|||N|Y|2|692933|875763|Point has not been altered||Other Officer Initiated Call
-111.941717586442337|33.424297928703353|39|TE201268|418T|2012|2012-01-01T00:56:25.000Z|1XX W 6TH ST|2|DT|0707|T|5P11|||N|Y|7|692357|881907|Point has not been altered|W6TH APARTMENTS|Trespassing Call
-111.926290771250208|33.403516659099587|40|TE201289|VEHICL|2012|2012-01-01T01:13:03.000Z| BROADMOR DR / S RURAL RD[JS|2|3|1501|S|4E31|||N|Y|2|697063|874345|Point has not been altered||Other Officer Initiated Call
-111.963370489111526|33.34629712688254|41|TE201221|927|2012|2012-01-01T00:11:08.000Z|7XXX S PRIEST DR|2|4|2904|T|4E32|P58|4P41|Y|Y|2|685738|853529|Point has not been altered|GRAHAM CENTRAL STATION|Unknown Trouble Call
-111.926228579864642|33.434045903764428|42|TE201294|VEHICL|2012|2012-01-01T01:14:49.000Z| SCOTTSDALE RD / E PLAYA DEL NORTE DR|2|1|0702|S|3T55|||N|Y|2|697083|885453|Point has not been altered||Other Officer Initiated Call
-111.909113184612693|33.407512986247504|43|TE2012100|VEHICL|2012|2012-01-01T01:18:53.000Z| MCCLINTOCK DR / E BROADWAY RD[JN|2|3|1504|S|3T53|||N|Y|2|702305|875799|Point has not been altered||Other Officer Initiated Call
-111.909045908626055|33.427389423483653|44|TE201298|VEHICL|2012|2012-01-01T01:18:11.000Z| 3RD ST / S MCCLINTOCK DR|2|1|0416|S|3T51|||N|Y|2|702325|883031|Point has not been altered||Other Officer Initiated Call
-111.926446051330416|33.385583259378365|45|TE201290|VEHICL|2012|2012-01-01T01:13:55.000Z| RURAL RD / US 60[JS|2|4|2009|S|5P41|||N|Y|W|697015|867820|Point has not been altered||Other Officer Initiated Call
-111.944447064336813|33.421826536642484|46|TE201275|900|2012|2012-01-01T01:01:41.000Z|4XX W UNIVERSITY DR|2|2|0804|T|4E13|4E12|P47|N|Y|2|691524|881008|Point has not been altered|TOPS LIQUOR|Check Welfare Call
-111.928259881775702|33.327346645963054|47|TE201286|SELFIN|2012|2012-01-01T01:12:16.000Z| KNOX RD / S RURAL RD|3|4|3403|S|5E41|||N|Y|2|696459|846631|Point has not been altered||Other Officer Initiated Call
-111.926446051330416|33.385583259378365|48|TE2012107|VEHICL|2012|2012-01-01T01:23:22.000Z|UX 60 / S RURAL RD|2|4|2009|S|3T53|||N|Y|2|697015|867820|Point has not been altered||Other Officer Initiated Call
-111.940010768607394|33.427387460925488|49|TE201280|900|2012|2012-01-01T01:08:41.000Z| MILL AVE / W 3RD ST[JS|2|DT|0704|T|N204|||N|Y|9|692878|883031|Point has not been altered||Check Welfare Call
-111.956742417820223|33.42468975388276|50|TE201278|417D|2012|2012-01-01T01:06:16.000Z|1XXX W 6TH ST|2|2|0606|T|5P11|||N|N|2|687773|882051|Point has not been altered||Subject Disturbing/Harassing Call
-111.952201748771387|33.421909758024903|51|TE2012104|SUBJEC|2012|2012-01-01T01:22:03.000Z| UNIVERSITY DR / S HARDY DR|2|2|0803|S|5P23|||N|Y|8|689158|881039|Point has not been altered||Other Officer Initiated Call
-111.939997416466383|33.426485989075566|52|TE2012108|INVEST|2012|2012-01-01T01:23:55.000Z| 4TH ST / S MILL AVE|3|DT|0704|S|B71|||N|Y|7|692882|882703|Point has not been altered||Other Officer Initiated Call
-111.977296736864389|33.420286720527365|53|TE201241|417D|2012|2012-01-01T00:33:17.000Z|9XX S 48TH ST|2|2|0504|T|5E14|5P12||N|Y|2|681501|880452|Point has not been altered| in LA QUINTA INN|Subject Disturbing/Harassing Call
-111.963370489111526|33.34629712688254|54|TE201270|417D|2012|2012-01-01T00:58:52.000Z|7XXX S PRIEST DR|2|4|2904|T|K413|||N|Y|7|685738|853529|Point has not been altered|GRAHAM CENTRAL STATION|Subject Disturbing/Harassing Call
-111.940019141843294|33.421934636814505|55|TE201274|928|2012|2012-01-01T01:00:30.000Z| MILL AVE / E UNIVERSITY DR|4|2|0905|T|4E23|||Y|Y|5|692875|881047|Point has not been altered||Found Property Call
-111.954968877159331|33.379116206115341|56|TE201284|239|2012|2012-01-01T01:10:28.000Z|5XXX S HARDY DR|2|3|1320|T|5P31|4E32||Y|Y|5|688308|865469|Point has not been altered| in SOMERSET VILLAGE APARTMENTS|Fight Call
-111.924951634886568|33.415049064621137|57|TE2012119|929|2012|2012-01-01T01:33:32.000Z|9XX E APACHE BLVD|2|1|1003|T|5P13|||N|Y|C|697472|878541|Point has not been altered|VIEW ON APACHE|Agency Assist Call
-111.918232639029625|33.383371159586382|58|TE2012102|239F|2012|2012-01-01T01:20:35.000Z|4XXX S KENNETH PL|2|4|2010|T|5E32|5E34|5E41|N|N|2|699522|867015|Point has not been altered||Family Fight Call
-111.903845991494848|33.414702380051438|59|TE2012112|418T|2012|2012-01-01T01:25:53.000Z|1XXX E APACHE BLVD|2|1|1107|9|5E11|||N|Y|2|703912|878415|Point has not been altered| in STORAMERICA|Trespassing Call
-111.890720497700499|33.414813013863657|60|TE2012127|VEHICL|2012|2012-01-01T01:39:14.000Z| PRICE RD NB / E APACHE BLVD[NB|2|1|1204|S|3T53|||N|Y|2|707917|878456|Point has not been altered||Other Officer Initiated Call
-111.926290910039384|33.404775429784848|61|TE2012117|929|2012|2012-01-01T01:30:53.000Z| RURAL RD / E REDONDO DR|2|3|1501|T|5E32|||N|Y|9|697063|874803|Point has not been altered||Agency Assist Call
-111.94696427758528|33.412577575654133|62|TE201251|415P|2012|2012-01-01T00:42:40.000Z|5XX W 15TH ST|3|2|0812|T|4E13|4E22|5E22|N|Y|W|690755|877643|Point has not been altered||Loud Music/Noise/Party Call
-111.894598967763272|33.422011827211634|63|TE201293|415P|2012|2012-01-01T01:12:57.000Z|2XXX E UNIVERSITY DR|3|1|1112|T|4E13|||N|Y|2|706733|881075|Point has not been altered|TEMPE APARTMENTS|Loud Music/Noise/Party Call
-111.953638182983667|33.416233890580457|64|TE2012113|910|2012|2012-01-01T01:27:19.000Z|1XXX W 12TH ST|2|2|0806|T|5P11|5P12||N|Y|2|688719|878974|Point has not been altered||Shots Fired Call
-111.957451493844943|33.377958330946541|65|TE201296|927|2012|2012-01-01T01:14:17.000Z|1XXX W BASELINE RD|2|4|2503|T|5E43|4P41|4E33|N|N|2|687550|865048|Point has not been altered|EL DORADO VILLAGE APARTMENTS|Unknown Trouble Call
-111.941258728469052|33.424333749702484|66|TE201263|390|2012|2012-01-01T00:52:56.000Z| 6TH ST / S MAPLE AVE|2|DT|0707|S|S304|||N|Y|2|692497|881920|Point has not been altered||Drunk Disturbing Call
-111.940272656424128|33.426161626070432|67|TE201252|239|2012|2012-01-01T00:46:05.000Z|4XX S MILL AVE|2|DT|0704|S|B706|B705|ALPHA2|Y|Y|5|692798|882585|Point has not been altered|VINTAGE|Fight Call
-111.9545812809193|33.369178035803401|68|TE2012124|961H|2012|2012-01-01T01:37:26.000Z| HARDY DR / W APOLLO AVE|2|4|2501|T|4E32|5P31|P57|N|Y|2|688425|861853|Point has not been altered||Traffic Accident Call
-111.940016509536761|33.424344983347204|69|TE2012132|SUBJEC|2012|2012-01-01T01:42:27.000Z| MILL AVE / W 6TH ST[NWC|2|DT|0707|S|S404|||N|Y|2|692876|881924|Point has not been altered||Other Officer Initiated Call
-111.95018147258854|33.427025089803728|70|TE2012136|910|2012|2012-01-01T01:47:23.000Z|8XX W 3RD ST|2|2|0604|T|5E22|||N|Y|2|689775|882900|Point has not been altered||Shots Fired Call
-111.932344420140538|33.392560878377125|71|TE2012109|506F|2012|2012-01-01T01:23:09.000Z|3XXX S LA CORTA DR|3|3|1903|9|5E32|||N|Y|C|695215|870359|Point has not been altered||City Code Violation Call
-111.962782606243351|33.355474357395664|72|TE201271|487FR|2012|2012-01-01T00:57:29.000Z|7XXX S PRIEST DR|3|4|2514|T|5P43|||Y|Y|5|685919|856868|Point has not been altered|ALEXAN METROPOINTE|Theft/Burglary From Vehicle Call
-111.93051944537028|33.392566592328826|73|TE2012125|910|2012|2012-01-01T01:36:47.000Z|3XXX S MCALLISTER AVE|2|3|1904|T|4E33|||N|N|2|695772|870361|Point has not been altered||Shots Fired Call
-111.940097757034266|33.421764221208718|74|TE201288|418T|2012|2012-01-01T01:12:20.000Z|8XX S MILL AVE|2|2|0901|T|5E34|5E32|P47|N|Y|2|692851|880985|Point has not been altered|CVS|Trespassing Call
-111.944277786095824|33.425470951335328|75|TE2012140|928|2012|2012-01-01T01:57:05.000Z| 5TH ST / S FARMER AVE|4|2|0707|S|O465|||Y|Y|5|691576|882334|Point has not been altered||Found Property Call
-111.897719064016172|33.407495278994773|76|TE2012138|VEHICL|2012|2012-01-01T01:52:53.000Z| BROADWAY RD / S RIVER DR[JS|2|3|1111|S|5P11|||N|Y|W|705782|875793|Point has not been altered||Other Officer Initiated Call
-111.940098298205683|33.423778797788273|77|TE201299|240R|2012|2012-01-01T01:18:22.000Z|6XX S MILL AVE|3|DT|0707|S|B701|B713|CPD4|Y|Y|5|692851|881718|Point has not been altered|CENTERPOINT|Assault Call
-111.941530049450108|33.421799671599523|78|TE2012111|901D|2012|2012-01-01T01:27:12.000Z|1XX W UNIVERSITY DR|2|2|0901|T|T608|2T51||N|Y|2|692414|880998|Point has not been altered||Subject Down Call
-111.9545812809193|33.369178035803401|79|TE2012137|900|2012|2012-01-01T01:50:07.000Z| APOLLO AVE / S HARDY DR|2|4|2501|S|P57|5P31|4E32|N|Y|2|688425|861853|Point has not been altered||Check Welfare Call
-111.934916492403545|33.392890336319596|80|TE2012141|VEHICL|2012|2012-01-01T01:57:09.000Z| COLLEGE AVE / E SOUTHERN AVE[WHI BMW|2|3|1903|S|3T53|||N|Y|2|694430|870479|Point has not been altered||Other Officer Initiated Call
-111.952201748771387|33.421909758024903|81|TE2012149|3511|2012|2012-01-01T02:04:02.000Z| UNIVERSITY DR / S HARDY DR|4|2|0803|S|T403|||Y|Y|5|689158|881039|Point has not been altered||3511 Vehicle Impound Call
-111.92578425859071|33.416906926236372|82|TE2012128|927|2012|2012-01-01T01:37:34.000Z|9XX E LEMON ST|2|1|1003|T|5E11|||N|N|2|697218|879217|Point has not been altered| in UNIVERSITY PLACE APARTMENTS|Unknown Trouble Call
-111.939913048859481|33.392779564472448|83|TE201250|239|2012|2012-01-01T00:40:55.000Z|2X W SOUTHERN AVE|2|3|1901|9|5E31|5E32||Y|Y|5|692905|870439|Point has not been altered|YUCCA TAP ROOM|Fight Call
-111.940010768607394|33.427387460925488|84|TE2012139|240R|2012|2012-01-01T01:55:56.000Z| 3RD ST / S MILL AVE|3|DT|0704|T|B710|B700|MC1238|Y|Y|5|692878|883031|Point has not been altered||Assault Call
-111.952201748771387|33.421909758024903|85|TE201234|961A|2012|2012-01-01T00:25:14.000Z| UNIVERSITY DR / S HARDY DR|2|2|0803|S|5P21|4E21|P48|Y|Y|6|689158|881039|Point has not been altered||Traffic Accident Call
-111.918912313565983|33.442582759080082|86|TE2012101|415P|2012|2012-01-01T01:20:09.000Z|1XXXX N OLEANDER ST|3|1|0405|T|5E14|5P11||N|N|2|699315|888559|Point has not been altered||Loud Music/Noise/Party Call
-111.909117098220023|33.400152750456009|87|TE2012146|390|2012|2012-01-01T02:01:04.000Z| MCCLINTOCK DR / E ALAMEDA DR|2|3|1607|T|4E33|||N|N|2|702304|873121|Point has not been altered||Drunk Disturbing Call
-111.939521953523752|33.388200780023681|88|TE2012155|VEHICL|2012|2012-01-01T02:08:54.000Z| HERMOSA DR / S MILL AVE[JE|2|3|1905|S|3T53|||N|Y|2|693024|868773|Point has not been altered||Other Officer Initiated Call
-111.909113184612693|33.407512986247504|89|TE2012142|VEHICL|2012|2012-01-01T01:57:54.000Z| BROADWAY RD / S MCCLINTOCK DR[SWC|2|3|1504|S|4E31|||N|Y|8|702305|875799|Point has not been altered||Other Officer Initiated Call
-111.939915446579178|33.426384313752301|90|TE2012133|SUBJEC|2012|2012-01-01T01:42:57.000Z|4XX S MILL AVE|2|DT|0705|S|N40|||Y|Y|2|692907|882666|Point has not been altered|RULA BULA|Other Officer Initiated Call
-111.943369875742732|33.425487640494964|91|TE2012121|901D|2012|2012-01-01T01:36:01.000Z| 5TH ST / S ASH AVE|2|DT|0707|S|B700|B710|MC1238|N|Y|2|691853|882340|Point has not been altered||Subject Down Call
-111.952201748771387|33.421909758024903|92|TE201265|390D|2012|2012-01-01T00:55:07.000Z| UNIVERSITY DR / S HARDY DR|2|2|0803|T|4E21|3T54|4E23|Y|Y|5|689158|881039|Point has not been altered||Drunk Driver Call
-111.910703893536848|33.387534876380457|93|TE2012103|415P|2012|2012-01-01T01:19:32.000Z| HERMOSA DR / S BUTTE AVE|3|3|2008|T|5P31|4E32||N|Y|2|701820|868530|Point has not been altered||Loud Music/Noise/Party Call
-111.952315136827423|33.410644025468216|94|TE2012162|910|2012|2012-01-01T02:16:37.000Z|1XXX S HARDY DR|2|2|0814|T|P49|||N|Y|2|689122|876940|Point has not been altered||Shots Fired Call
-111.966558212118372|33.394720337083172|95|TE2012158|506F|2012|2012-01-01T02:09:55.000Z| HUNTINGTON DR / S EDWARD DR|3|3|0517|T|4E33|||N|N|2|684773|871148|Point has not been altered||City Code Violation Call
-111.940409788561297|33.424210237161972|96|TE2012157|SUBJEC|2012|2012-01-01T02:11:46.000Z|6XX S MILL AVE|2|DT|0707|S|S202|||N|Y|2|692756|881875|Point has not been altered|CANTEEN MODERN TEQUILA BAR|Other Officer Initiated Call
-111.940097757034266|33.421764221208718|97|TE2012151|390|2012|2012-01-01T02:06:05.000Z|8XX S MILL AVE|2|2|0901|S|4E22|||N|Y|2|692851|880985|Point has not been altered|CVS|Drunk Disturbing Call
-111.941543176833903|33.421860133761072|98|TE201291|418T|2012|2012-01-01T01:13:00.000Z|1XX W UNIVERSITY DR|2|2|0901|9|5E34|5E23||N|Y|7|692410|881020|Point has not been altered|CIRCLE K|Trespassing Call
-111.943369875742732|33.425487640494964|99|TE2012164|900|2012|2012-01-01T02:17:04.000Z| 5TH ST / S ASH AVE|2|DT|0707|T|5P13|K412||N|N|2|691853|882340|Point has not been altered||Check Welfare Call
-111.963370489111526|33.34629712688254|100|TE20123|239|2012|2012-01-01T00:02:18.000Z|7XXX S PRIEST DR|2|4|2904|T|5P42|5P41|5P41|Y|Y|5|685738|853529|Point has not been altered|GRAHAM CENTRAL STATION|Fight Call
-111.926206900490712|33.415659119834103|101|TE201295|905|2012|2012-01-01T01:15:37.000Z|1XXX S RURAL RD|2|1|1003|9|5E12|4E12|5P13|Y|Y|5|697089|878763|Point has not been altered|MCDONALDS|Arson/Fire Call
-111.940272656424128|33.426161626070432|102|TE2012147|901D|2012|2012-01-01T02:02:09.000Z|4XX S MILL AVE|2|DT|0704|S|N204|||N|Y|9|692798|882585|Point has not been altered|SILVER MINE SUBS|Subject Down Call
-111.939585423067598|33.392851084136254|103|TE2012168|VEHICL|2012|2012-01-01T02:22:29.000Z| SOUTHERN AVE / S MILL AVE|2|3|1902|S|3T51|||N|Y|2|693005|870465|Point has not been altered||Other Officer Initiated Call
-111.94001025954357|33.425485569835594|104|TE2012173|SUBJEC|2012|2012-01-01T02:24:50.000Z| 5TH ST / S MILL AVE[JW|2|DT|0708|S|B71|||N|Y|2|692878|882339|Point has not been altered||Other Officer Initiated Call
-111.939882108389142|33.424276298608248|105|TE2012180|239|2012|2012-01-01T02:28:42.000Z|1X E 6TH ST|2|DT|0708|S|M600|M62||N|Y|2|692917|881899|Point has not been altered|MUNCHIES|Fight Call
-111.944270099137711|33.421895286138252|106|TE2012178|SUBJEC|2012|2012-01-01T02:27:35.000Z| UNIVERSITY DR / S FARMER AVE[OW3|2|2|0901|S|K411|||N|Y|2|691578|881033|Point has not been altered||Other Officer Initiated Call
-111.926328923548283|33.392946270286146|107|TE2012171|SUBJEC|2012|2012-01-01T02:23:23.000Z| SOUTHERN AVE / S RURAL RD|2|3|2001|S|5P33|||N|Y|8|697051|870499|Point has not been altered||Other Officer Initiated Call
-111.947276858691055|33.42547574430565|108|TE2012172|417D|2012|2012-01-01T02:24:46.000Z| 5TH ST / S ROOSEVELT ST|2|2|0609|S|K412|||N|Y|2|690661|882336|Point has not been altered||Subject Disturbing/Harassing Call
-111.940389484444452|33.421863108152863|109|TE2012163|SUBJEC|2012|2012-01-01T02:18:13.000Z|2X W UNIVERSITY DR[OW 2|2|2|0901|S|P48|||N|Y|2|692762|881021|Point has not been altered|BURGER KING|Other Officer Initiated Call
-111.926293888053564|33.402065499310083|110|TE2012187|VEHICL|2012|2012-01-01T02:35:40.000Z| LOMA VISTA DR / S RURAL RD|2|3|1505|S|3T53|||N|Y|2|697062|873817|Point has not been altered||Other Officer Initiated Call
-111.939833437460152|33.426134224900927|111|TE2012165|416R|2012|2012-01-01T02:19:10.000Z|4XX S MILL AVE|2|DT|0705|S|N304|N201|N303|Y|Y|5|692932|882575|Point has not been altered|CORLEONES|Criminal Damage Call
-111.939907074990899|33.407263683068869|112|TE201239|VEHICL|2012|2012-01-01T00:30:28.000Z|2XXX S MILL AVE|2|3|1401|S|CT574|||N|Y|2|692908|875709|Point has not been altered|WALGREENS|Other Officer Initiated Call
-111.941278721535568|33.425493569833762|113|TE2012188|239|2012|2012-01-01T02:35:46.000Z| 5TH ST / S MAPLE AVE|2|DT|0704|S|N201|N201||Y|Y|5|692491|882342|Point has not been altered||Fight Call
-111.9262955181416|33.416840925960791|114|TE2012186|VEHICL|2012|2012-01-01T02:35:28.000Z| LEMON ST / S RURAL RD|2|1|1003|S|3T51|||N|Y|2|697062|879193|Point has not been altered||Other Officer Initiated Call
-111.93982518964421|33.407412112311206|115|TE2012175|VEHICL|2012|2012-01-01T02:26:52.000Z| BROADWAY RD / S MILL AVE|2|3|1401|S|L32|5P42||N|Y|2|692933|875763|Point has not been altered||Other Officer Initiated Call
-111.923622064876824|33.386550892070979|116|TE2012169|239|2012|2012-01-01T02:22:14.000Z|1XXX E RIVIERA DR|2|3|2005|T|5P31|4E31|4E32|N|Y|2|697877|868172|Point has not been altered||Fight Call
-111.944270099137711|33.421895286138252|117|TE2012181|905|2012|2012-01-01T02:29:26.000Z| UNIVERSITY DR / S FARMER AVE[JN|2|2|0901|S|K411|||N|Y|9|691578|881033|Point has not been altered||Arson/Fire Call
-111.960344585351152|33.352699325081687|118|TE2012105|240R|2012|2012-01-01T01:19:53.000Z|1XXX W GROVE PKWY|3|4|2514|T|5E43|||N|Y|7|686663|855858|Point has not been altered| in FINISTERA APARTMENTS|Assault Call
-111.917299127999968|33.407592918332568|119|TE2012167|417D|2012|2012-01-01T02:19:12.000Z|1XXX E BROADWAY RD|2|1|1012|T|5P11|||N|Y|7|699807|875828|Point has not been altered|CLUBHOUSE BAR|Subject Disturbing/Harassing Call
-111.920487823240549|33.411534074222679|120|TE2012182|FALSE|2012|2012-01-01T02:29:09.000Z|1XXX S NEWBERRY RD|3|1|1007|T|K412|||N|Y|2|698834|877262|Point has not been altered||Alarm Call
